haswife	http://dbpedia.org/ontology/associatedMusicalArtist	MusicalArtist	MusicalArtist
atlocation	http://dbpedia.org/ontology/isPartOf	Settlement	null
proxyfor	http://dbpedia.org/ontology/isPartOf	Settlement	null
subpartof	http://dbpedia.org/ontology/isPartOf	Settlement	null
atlocation	http://dbpedia.org/ontology/isPartOf	City	null
mutualproxyfor	http://dbpedia.org/ontology/isPartOf	City	null
subpartof	http://dbpedia.org/ontology/isPartOf	City	null
mutualproxyfor	http://dbpedia.org/ontology/isPartOf	City	null
atlocation	http://dbpedia.org/ontology/isPartOf	City	null
proxyfor	http://dbpedia.org/ontology/isPartOf	City	null
subpartof	http://dbpedia.org/ontology/isPartOf	City	null
agentcontributedtocreativework	http://dbpedia.org/ontology/notableWork	Writer	Book
agentcreated	http://dbpedia.org/ontology/notableWork	Writer	Book
mutualproxyfor	http://dbpedia.org/ontology/isPartOf	City	null
subpartof	http://dbpedia.org/ontology/isPartOf	City	null
atlocation	http://dbpedia.org/ontology/isPartOf	City	null
personbelongstoorganization	http://dbpedia.org/ontology/formerTeam	BaseballPlayer	null
personbelongstoorganization	http://dbpedia.org/ontology/team	BaseballPlayer	null
proxyfor	http://dbpedia.org/ontology/isPartOf	City	null
personhascitizenship	http://dbpedia.org/ontology/birthPlace	OfficeHolder	null
personhascitizenship	http://dbpedia.org/ontology/deathPlace	OfficeHolder	null
personhascitizenship	http://dbpedia.org/ontology/birthPlace	OfficeHolder	null
personhascitizenship	http://dbpedia.org/ontology/deathPlace	OfficeHolder	null
agentcontributedtocreativework	http://dbpedia.org/ontology/notableWork	Writer	Book
agentcreated	http://dbpedia.org/ontology/notableWork	Writer	Book
subpartof	http://dbpedia.org/ontology/state	Settlement	null
proxyfor	http://dbpedia.org/ontology/isPartOf	City	null
acquired	http://dbpedia.org/ontology/division	Company	Company
acquired	http://dbpedia.org/ontology/division	Company	Company
acquired	http://dbpedia.org/ontology/division	Company	Company
animalistypeofanimal	http://dbpedia.org/ontology/class	Insect	null
mutualproxyfor	http://dbpedia.org/ontology/country	Settlement	Country
personbelongstoorganization	http://dbpedia.org/ontology/formerTeam	BaseballPlayer	null
personbelongstoorganization	http://dbpedia.org/ontology/team	BaseballPlayer	null
headquarteredin	http://dbpedia.org/ontology/capital	Country	City
proxyfor	http://dbpedia.org/ontology/isPartOf	City	null
mutualproxyfor	http://dbpedia.org/ontology/largestCity	Country	City
personbelongstoorganization	http://dbpedia.org/ontology/formerTeam	BaseballPlayer	null
